log_id,municipality_code,citizen_id,category,action_type,target_age_group,action_date,frequency_score,recency_days,engagement_value
L00998,073229,C0062,育児,子育て相談,30代子育て層,2024-11-15,3,22,8.1
L00999,073229,C0062,育児,保育所申込(窓口),30代子育て層,2024-10-07,3,22,7.6
L01000,073229,C0062,育児,子育て施設チェックイン,30代子育て層,2024-12-01,3,22,5.8
L01001,073229,C0062,教育,図書館利用,30代子育て層,2024-08-13,3,32,6.4
L01002,073229,C0063,育児,子育て施設チェックイン,30代子育て層,2024-11-24,3,30,7.6
L01003,073229,C0063,育児,保育所申込(窓口),30代子育て層,2024-10-03,3,30,6.2
L01004,073229,C0063,育児,子育て施設チェックイン,30代子育て層,2024-08-17,3,30,6.6
L01005,073229,C0063,育児,子育て相談,30代子育て層,2024-09-17,3,30,5.9
L01006,073229,C0063,育児,子育て相談,30代子育て層,2024-12-30,3,30,8.3
L01007,073229,C0063,育児,子育て施設チェックイン,30代子育て層,2024-11-26,3,30,5.6
L01008,073229,C0063,育児,子育て施設チェックイン,30代子育て層,2024-12-07,3,30,6.2
L01009,073229,C0063,育児,子育て施設チェックイン,30代子育て層,2024-11-08,3,30,5.9
L01010,073229,C0063,育児,子育て相談,30代子育て層,2024-09-02,3,30,6.5
L01011,073229,C0063,育児,子育て施設チェックイン,30代子育て層,2024-12-13,3,30,8.2
L01012,073229,C0063,育児,子育て施設チェックイン,30代子育て層,2024-12-22,3,30,7.4
L01013,073229,C0064,育児,子育て施設チェックイン,30代子育て層,2024-07-21,3,23,6.6
L01014,073229,C0064,育児,子育て相談,30代子育て層,2024-07-04,3,23,5.6
L01015,073229,C0064,育児,子育て施設チェックイン,30代子育て層,2024-10-19,3,23,8.4
L01016,073229,C0064,育児,子育て相談,30代子育て層,2024-11-07,3,23,8.1
L01017,073229,C0064,育児,子育て施設チェックイン,30代子育て層,2024-10-08,3,23,5.8
L01018,073229,C0064,育児,子育て施設チェックイン,30代子育て層,2024-11-28,3,23,7.5
L01019,073229,C0064,育児,子育て施設チェックイン,30代子育て層,2024-08-14,3,23,6.9
L01020,073229,C0064,育児,子育て相談,30代子育て層,2024-07-12,3,23,6.4
L01021,073229,C0064,教育,学習支援参加,30代子育て層,2024-07-22,2,15,6.7
L01022,073229,C0064,育児,児童手当申請(オンライン),30代子育て層,2024-07-23,1,65,5.8
L01023,073229,C0065,育児,子育て施設チェックイン,30代子育て層,2024-12-08,3,31,8.2
L01024,073229,C0065,育児,子育て相談,30代子育て層,2024-10-22,3,31,8.3
L01025,073229,C0065,育児,子育て施設チェックイン,30代子育て層,2024-10-23,3,31,6.0
L01026,073229,C0065,育児,子育て施設チェックイン,30代子育て層,2024-08-25,3,31,8.4
L01027,073229,C0065,育児,子育て施設チェックイン,30代子育て層,2024-11-22,3,31,7.7
L01028,073229,C0065,育児,子育て相談,30代子育て層,2024-09-09,3,31,7.5
L01029,073229,C0065,教育,図書館利用,30代子育て層,2024-10-12,3,40,6.5
L01030,073229,C0065,育児,児童手当申請(オンライン),30代子育て層,2024-10-04,1,30,4.3
L01031,073229,C0066,育児,子育て施設チェックイン,30代子育て層,2024-11-03,1,52,6.1
L01032,073229,C0066,育児,子育て施設チェックイン,30代子育て層,2024-08-16,1,52,7.4
L01033,073229,C0066,育児,保育所申込(窓口),30代子育て層,2024-11-02,1,52,8.0
L01034,073229,C0066,育児,子育て施設チェックイン,30代子育て層,2024-10-13,1,52,6.9
L01035,073229,C0066,育児,児童手当申請(オンライン),30代子育て層,2024-12-15,1,64,4.2
L01036,073229,C0067,育児,子育て施設チェックイン,30代子育て層,2024-10-26,1,34,5.6
L01037,073229,C0067,育児,子育て施設チェックイン,30代子育て層,2024-09-09,1,34,6.2
L01038,073229,C0067,育児,子育て施設チェックイン,30代子育て層,2024-07-19,1,34,6.0
L01039,073229,C0067,育児,子育て施設チェックイン,30代子育て層,2024-07-28,1,34,5.8
L01040,073229,C0067,教育,図書館利用,30代子育て層,2024-12-01,1,40,4.2
L01041,073229,C0068,育児,子育て施設チェックイン,30代子育て層,2024-11-02,1,44,7.2
L01042,073229,C0068,育児,子育て施設チェックイン,30代子育て層,2024-09-18,1,44,5.7
L01043,073229,C0068,育児,保育所申込(窓口),30代子育て層,2024-07-12,1,44,7.0
L01044,073229,C0068,育児,保育所申込(窓口),30代子育て層,2024-11-27,1,44,7.5
L01045,073229,C0068,育児,子育て施設チェックイン,30代子育て層,2024-08-03,1,44,8.3
L01046,073229,C0068,教育,学習支援参加,30代子育て層,2024-08-15,1,17,4.4
L01047,073229,C0069,育児,保育所申込(窓口),30代子育て層,2024-12-11,1,22,5.9
L01048,073229,C0069,育児,子育て施設チェックイン,30代子育て層,2024-09-23,1,22,8.2
L01049,073229,C0069,育児,保育所申込(窓口),30代子育て層,2024-07-21,1,22,5.8
L01050,073229,C0069,育児,子育て施設チェックイン,30代子育て層,2024-11-22,1,22,6.5
L01051,073229,C0069,育児,子育て施設チェックイン,30代子育て層,2024-10-29,1,22,8.3
L01052,073229,C0069,教育,学習支援参加,30代子育て層,2024-12-01,3,31,4.3
L01053,073229,C0069,育児,児童手当申請(オンライン),30代子育て層,2024-11-26,1,67,4.7
L01054,073229,C0070,育児,子育て施設チェックイン,30代子育て層,2024-07-29,1,16,7.9
L01055,073229,C0070,育児,子育て相談,30代子育て層,2024-09-30,1,16,8.1
L01056,073229,C0070,教育,図書館利用,30代子育て層,2024-11-27,3,35,4.1
L01057,073229,C0070,育児,児童手当申請(オンライン),30代子育て層,2024-08-09,1,69,4.8
L01058,073229,C0071,育児,子育て施設チェックイン,30代子育て層,2024-09-26,1,12,7.6
L01059,073229,C0071,育児,子育て施設チェックイン,30代子育て層,2024-11-02,1,12,8.3
L01060,073229,C0071,育児,子育て相談,30代子育て層,2024-07-09,1,12,6.5
L01061,073229,C0071,育児,子育て相談,30代子育て層,2024-09-21,1,12,6.3
L01062,073229,C0071,育児,子育て施設チェックイン,30代子育て層,2024-12-29,1,12,7.6
L01063,073229,C0071,育児,児童手当申請(オンライン),30代子育て層,2024-09-18,1,77,4.3
L01064,073229,C0072,育児,子育て相談,30代子育て層,2024-12-05,1,27,7.4
L01065,073229,C0072,育児,子育て施設チェックイン,30代子育て層,2024-08-27,1,27,8.2
L01066,073229,C0072,育児,子育て施設チェックイン,30代子育て層,2024-11-05,1,27,7.8
L01067,073229,C0072,育児,子育て相談,30代子育て層,2024-07-18,1,27,7.0
L01068,073229,C0072,教育,図書館利用,30代子育て層,2024-11-10,2,13,6.3
L01069,073229,C0073,育児,子育て施設チェックイン,30代子育て層,2024-08-24,1,21,8.0
L01070,073229,C0073,育児,子育て施設チェックイン,30代子育て層,2024-10-28,1,21,5.7
L01071,073229,C0073,教育,図書館利用,30代子育て層,2024-10-06,2,37,5.2
L01072,073229,C0074,育児,子育て施設チェックイン,30代子育て層,2024-12-03,1,25,6.8
L01073,073229,C0074,育児,保育所申込(窓口),30代子育て層,2024-11-02,1,25,7.3
L01074,073229,C0074,教育,図書館利用,30代子育て層,2024-09-08,3,10,4.9
L01075,073229,C0075,育児,子育て相談,30代子育て層,2024-08-27,1,46,8.1
L01076,073229,C0075,育児,子育て施設チェックイン,30代子育て層,2024-12-24,1,46,6.1
L01077,073229,C0075,育児,子育て施設チェックイン,30代子育て層,2024-11-12,1,46,5.6
L01078,073229,C0076,育児,保育所申込(窓口),30代子育て層,2024-12-16,1,40,6.0
L01079,073229,C0076,育児,子育て相談,30代子育て層,2024-08-30,1,40,6.3
L01080,073229,C0076,育児,児童手当申請(オンライン),30代子育て層,2024-12-15,1,47,4.3
L01081,073229,C0077,育児,子育て施設チェックイン,30代子育て層,2024-08-28,1,32,6.9
L01082,073229,C0077,育児,子育て施設チェックイン,30代子育て層,2024-12-10,1,32,6.7
L01083,073229,C0077,育児,子育て施設チェックイン,30代子育て層,2024-11-11,1,32,8.5
L01084,073229,C0077,育児,保育所申込(窓口),30代子育て層,2024-10-07,1,32,7.2
L01085,073229,C0077,育児,子育て施設チェックイン,30代子育て層,2024-09-14,1,32,6.4
L01086,073229,C0077,教育,図書館利用,30代子育て層,2024-09-12,3,25,6.6
L01087,073229,C0077,育児,児童手当申請(オンライン),30代子育て層,2024-12-17,1,49,3.6
L01088,073229,C0078,育児,子育て相談,30代子育て層,2024-12-04,1,13,6.7
L01089,073229,C0078,育児,子育て施設チェックイン,30代子育て層,2024-08-08,1,13,7.7
L01090,073229,C0078,育児,子育て施設チェックイン,30代子育て層,2024-09-17,1,13,6.3
L01091,073229,C0078,教育,図書館利用,30代子育て層,2024-07-13,3,17,5.0
L01092,073229,C0079,育児,子育て施設チェックイン,30代子育て層,2024-09-18,1,52,8.0
L01093,073229,C0079,育児,子育て相談,30代子育て層,2024-11-23,1,52,6.0
L01094,073229,C0079,育児,子育て施設チェックイン,30代子育て層,2024-08-05,1,52,7.7
L01095,073229,C0079,育児,子育て相談,30代子育て層,2024-11-24,1,52,7.8
L01096,073229,C0079,育児,子育て施設チェックイン,30代子育て層,2024-12-25,1,52,8.2
L01097,073229,C0079,育児,児童手当申請(オンライン),30代子育て層,2024-08-30,1,77,5.6
L01098,073229,C0080,育児,子育て相談,30代子育て層,2024-10-07,1,60,6.3
L01099,073229,C0080,育児,子育て施設チェックイン,30代子育て層,2024-08-03,1,60,6.9
L01100,073229,C0080,育児,子育て相談,30代子育て層,2024-11-30,1,60,7.2
L01101,073229,C0080,育児,子育て施設チェックイン,30代子育て層,2024-11-01,1,60,8.2
L01102,073229,C0080,育児,子育て施設チェックイン,30代子育て層,2024-12-25,1,60,6.6
L01103,073229,C0080,教育,図書館利用,30代子育て層,2024-08-11,1,17,5.0
L01104,073229,C0081,若者支援,起業サロン参加,20代若者,2024-07-27,4,91,6.0
L01105,073229,C0081,若者支援,起業サロン参加,20代若者,2024-09-23,4,60,6.4
L01106,073229,C0081,若者支援,コワーキング利用,20代若者,2024-09-15,4,91,7.4
L01107,073229,C0081,若者支援,コワーキング利用,20代若者,2024-09-20,5,100,6.3
L01108,073229,C0081,起業支援,起業サロン参加,20代若者,2024-08-22,4,62,6.6
L01109,073229,C0081,起業支援,コワーキング利用,20代若者,2024-08-14,4,61,7.0
L01110,073229,C0081,若者支援,コワーキング利用,20代若者,2024-09-30,5,79,5.4
L01111,073229,C0081,起業支援,創業セミナー参加,20代若者,2024-09-17,5,70,5.2
L01112,073229,C0082,起業支援,起業サロン参加,20代若者,2024-09-08,5,87,7.7
L01113,073229,C0082,若者支援,起業サロン参加,20代若者,2024-09-04,5,108,5.6
L01114,073229,C0082,起業支援,コワーキング利用,20代若者,2024-08-02,4,106,8.0
L01115,073229,C0082,若者支援,創業セミナー参加,20代若者,2024-07-06,4,67,6.1
L01116,073229,C0082,若者支援,起業サロン参加,20代若者,2024-09-23,5,109,6.6
L01117,073229,C0082,若者支援,創業セミナー参加,20代若者,2024-07-10,4,101,7.5
L01118,073229,C0082,若者支援,創業セミナー参加,20代若者,2024-07-18,5,88,6.1
L01119,073229,C0082,起業支援,キャリア相談,20代若者,2024-12-30,1,58,3.7
L01120,073229,C0082,若者支援,キャリア相談,20代若者,2024-11-24,1,87,3.3
L01121,073229,C0083,若者支援,起業サロン参加,20代若者,2024-07-17,4,78,5.3
L01122,073229,C0083,若者支援,起業サロン参加,20代若者,2024-07-29,4,109,5.8
L01123,073229,C0083,若者支援,起業サロン参加,20代若者,2024-10-02,5,78,5.5
L01124,073229,C0083,起業支援,コワーキング利用,20代若者,2024-09-30,5,81,5.7
L01125,073229,C0083,若者支援,創業セミナー参加,20代若者,2024-07-15,4,113,6.7
L01126,073229,C0083,起業支援,コワーキング利用,20代若者,2024-07-15,4,106,7.2
L01127,073229,C0083,起業支援,創業セミナー参加,20代若者,2024-08-02,5,78,5.8
L01128,073229,C0083,若者支援,コワーキング利用,20代若者,2024-07-26,4,114,5.9
L01129,073229,C0083,起業支援,起業サロン参加,20代若者,2024-07-18,4,114,7.3
L01130,073229,C0084,若者支援,創業セミナー参加,20代若者,2024-09-24,4,81,6.1
L01131,073229,C0084,起業支援,創業セミナー参加,20代若者,2024-08-07,4,83,7.4
L01132,073229,C0084,若者支援,コワーキング利用,20代若者,2024-08-24,5,89,5.8
L01133,073229,C0084,起業支援,創業セミナー参加,20代若者,2024-09-03,5,101,7.7
L01134,073229,C0084,若者支援,コワーキング利用,20代若者,2024-07-20,4,120,7.5
L01135,073229,C0085,起業支援,創業セミナー参加,20代若者,2024-09-28,5,71,6.8
L01136,073229,C0085,起業支援,創業セミナー参加,20代若者,2024-07-07,4,90,7.8
L01137,073229,C0085,若者支援,起業サロン参加,20代若者,2024-08-29,4,64,5.8
L01138,073229,C0085,起業支援,コワーキング利用,20代若者,2024-10-02,4,102,7.6
L01139,073229,C0085,若者支援,起業サロン参加,20代若者,2024-09-26,4,90,6.0
L01140,073229,C0085,起業支援,コワーキング利用,20代若者,2024-09-13,4,60,6.9
L01141,073229,C0085,若者支援,創業セミナー参加,20代若者,2024-09-02,5,115,5.5
L01142,073229,C0085,起業支援,起業サロン参加,20代若者,2024-08-03,5,77,5.2
L01143,073229,C0086,起業支援,起業サロン参加,20代若者,2024-08-03,4,89,6.3
L01144,073229,C0086,起業支援,コワーキング利用,20代若者,2024-09-05,5,80,5.4
L01145,073229,C0086,起業支援,創業セミナー参加,20代若者,2024-09-25,4,66,6.2
L01146,073229,C0086,若者支援,創業セミナー参加,20代若者,2024-09-12,4,112,5.3
L01147,073229,C0086,起業支援,創業セミナー参加,20代若者,2024-09-13,4,101,7.0
L01148,073229,C0086,起業支援,起業サロン参加,20代若者,2024-07-10,4,114,6.4
L01149,073229,C0086,起業支援,創業セミナー参加,20代若者,2024-09-26,5,105,6.4
L01150,073229,C0086,若者支援,創業セミナー参加,20代若者,2024-08-01,4,81,6.1
L01151,073229,C0086,起業支援,創業セミナー参加,20代若者,2024-09-08,5,104,5.3
L01152,073229,C0087,若者支援,創業セミナー参加,20代若者,2024-08-25,4,76,6.8
L01153,073229,C0087,若者支援,コワーキング利用,20代若者,2024-08-23,4,89,7.5
L01154,073229,C0087,若者支援,創業セミナー参加,20代若者,2024-08-16,4,108,6.2
L01155,073229,C0087,若者支援,起業サロン参加,20代若者,2024-08-31,4,91,5.0
L01156,073229,C0087,若者支援,創業セミナー参加,20代若者,2024-08-28,5,119,6.5
L01157,073229,C0087,若者支援,創業セミナー参加,20代若者,2024-09-16,4,106,7.4
L01158,073229,C0087,若者支援,起業サロン参加,20代若者,2024-09-26,5,92,7.6
L01159,073229,C0087,起業支援,創業セミナー参加,20代若者,2024-09-30,4,77,6.2
L01160,073229,C0087,起業支援,キャリア相談,20代若者,2024-10-19,1,71,3.5
L01161,073229,C0088,起業支援,創業セミナー参加,20代若者,2024-09-12,5,105,7.2
L01162,073229,C0088,若者支援,コワーキング利用,20代若者,2024-07-30,5,103,6.0
L01163,073229,C0088,若者支援,創業セミナー参加,20代若者,2024-09-25,4,92,6.6
L01164,073229,C0088,起業支援,創業セミナー参加,20代若者,2024-07-18,5,95,6.4
L01165,073229,C0088,起業支援,創業セミナー参加,20代若者,2024-09-10,5,116,7.5
L01166,073229,C0088,若者支援,創業セミナー参加,20代若者,2024-07-17,4,84,5.4
L01167,073229,C0088,若者支援,コワーキング利用,20代若者,2024-08-07,4,78,7.1
L01168,073229,C0088,若者支援,コワーキング利用,20代若者,2024-09-30,5,73,7.3
L01169,073229,C0088,若者支援,起業サロン参加,20代若者,2024-08-30,4,99,7.6
L01170,073229,C0088,若者支援,創業セミナー参加,20代若者,2024-09-24,5,75,6.5
L01171,073229,C0088,起業支援,コワーキング利用,20代若者,2024-11-19,2,71,4.4
L01172,073229,C0088,起業支援,コワーキング利用,20代若者,2024-10-03,2,57,3.6
L01173,073229,C0089,若者支援,創業セミナー参加,20代若者,2024-10-02,5,108,6.8
L01174,073229,C0089,若者支援,創業セミナー参加,20代若者,2024-07-28,5,88,5.5
L01175,073229,C0089,若者支援,コワーキング利用,20代若者,2024-07-26,4,84,5.1
L01176,073229,C0089,起業支援,創業セミナー参加,20代若者,2024-08-06,4,70,6.8
L01177,073229,C0089,起業支援,コワーキング利用,20代若者,2024-08-15,5,105,7.8
L01178,073229,C0089,若者支援,コワーキング利用,20代若者,2024-08-14,4,109,7.8
L01179,073229,C0089,起業支援,起業サロン参加,20代若者,2024-09-15,5,64,7.4
L01180,073229,C0089,起業支援,創業セミナー参加,20代若者,2024-08-01,4,93,5.2
L01181,073229,C0089,若者支援,キャリア相談,20代若者,2024-12-10,2,50,2.9
L01182,073229,C0089,若者支援,キャリア相談,20代若者,2024-11-13,2,63,2.5
L01183,073229,C0090,起業支援,創業セミナー参加,20代若者,2024-09-25,4,67,7.0
L01184,073229,C0090,起業支援,コワーキング利用,20代若者,2024-09-24,4,62,7.0
L01185,073229,C0090,起業支援,起業サロン参加,20代若者,2024-07-18,5,76,6.6
L01186,073229,C0090,起業支援,コワーキング利用,20代若者,2024-09-08,5,92,7.4
L01187,073229,C0090,起業支援,起業サロン参加,20代若者,2024-07-09,5,117,7.0
L01188,073229,C0090,起業支援,創業セミナー参加,20代若者,2024-07-14,4,70,7.9
L01189,073229,C0090,若者支援,創業セミナー参加,20代若者,2024-07-12,4,102,6.9
L01190,073229,C0090,若者支援,創業セミナー参加,20代若者,2024-08-27,4,73,6.6
L01191,073229,C0090,起業支援,創業セミナー参加,20代若者,2024-07-13,4,61,6.4
L01192,073229,C0090,若者支援,コワーキング利用,20代若者,2024-10-11,1,56,4.0
L01193,073229,C0091,若者支援,創業セミナー参加,20代若者,2024-08-02,5,86,6.2
L01194,073229,C0091,起業支援,起業サロン参加,20代若者,2024-08-13,4,84,7.0
L01195,073229,C0091,若者支援,創業セミナー参加,20代若者,2024-09-21,4,108,7.2
L01196,073229,C0091,若者支援,創業セミナー参加,20代若者,2024-07-13,5,119,6.5
L01197,073229,C0091,起業支援,創業セミナー参加,20代若者,2024-08-11,4,78,7.3
L01198,073229,C0091,起業支援,起業サロン参加,20代若者,2024-08-23,4,90,5.5
L01199,073229,C0091,若者支援,コワーキング利用,20代若者,2024-08-23,5,100,5.4
L01200,073229,C0091,起業支援,コワーキング利用,20代若者,2024-09-12,4,67,5.1
L01201,073229,C0091,起業支援,創業セミナー参加,20代若者,2024-09-12,4,79,5.6
L01202,073229,C0091,起業支援,コワーキング利用,20代若者,2024-11-23,1,55,2.5
L01203,073229,C0091,起業支援,コワーキング利用,20代若者,2024-10-16,1,87,4.0
L01204,073229,C0092,起業支援,創業セミナー参加,20代若者,2024-09-12,4,78,7.0
L01205,073229,C0092,起業支援,コワーキング利用,20代若者,2024-07-29,5,120,6.0
L01206,073229,C0092,若者支援,創業セミナー参加,20代若者,2024-09-25,4,66,5.9
L01207,073229,C0092,若者支援,コワーキング利用,20代若者,2024-08-13,5,88,6.0
L01208,073229,C0092,起業支援,創業セミナー参加,20代若者,2024-09-16,4,96,6.7
L01209,073229,C0092,起業支援,コワーキング利用,20代若者,2024-10-02,2,60,4.0
L01210,073229,C0093,起業支援,起業サロン参加,20代若者,2024-08-19,4,103,7.2
L01211,073229,C0093,起業支援,起業サロン参加,20代若者,2024-08-30,5,109,5.9
L01212,073229,C0093,若者支援,コワーキング利用,20代若者,2024-09-24,4,113,5.8
L01213,073229,C0093,若者支援,創業セミナー参加,20代若者,2024-07-29,5,106,7.7
L01214,073229,C0093,若者支援,創業セミナー参加,20代若者,2024-07-13,4,114,6.5
L01215,073229,C0093,若者支援,創業セミナー参加,20代若者,2024-09-16,5,109,6.8
L01216,073229,C0093,若者支援,創業セミナー参加,20代若者,2024-08-06,5,101,7.3
L01217,073229,C0093,起業支援,起業サロン参加,20代若者,2024-08-01,5,68,6.4
L01218,073229,C0093,若者支援,起業サロン参加,20代若者,2024-08-19,4,102,5.7
L01219,073229,C0093,若者支援,創業セミナー参加,20代若者,2024-07-21,5,70,5.5
L01220,073229,C0093,若者支援,キャリア相談,20代若者,2024-11-16,1,59,3.9
L01221,073229,C0093,若者支援,コワーキング利用,20代若者,2024-11-04,2,59,2.1
L01222,073229,C0094,起業支援,起業サロン参加,20代若者,2024-09-02,5,116,5.1
L01223,073229,C0094,起業支援,コワーキング利用,20代若者,2024-10-02,5,113,7.2
L01224,073229,C0094,若者支援,起業サロン参加,20代若者,2024-09-25,5,83,6.8
L01225,073229,C0094,若者支援,創業セミナー参加,20代若者,2024-08-05,5,118,5.7
L01226,073229,C0094,起業支援,起業サロン参加,20代若者,2024-08-17,5,110,6.4
L01227,073229,C0094,若者支援,創業セミナー参加,20代若者,2024-07-21,5,70,5.7
L01228,073229,C0094,起業支援,コワーキング利用,20代若者,2024-10-21,1,55,2.9
L01229,073229,C0094,若者支援,コワーキング利用,20代若者,2024-11-24,2,52,3.2
L01230,073229,C0095,起業支援,コワーキング利用,20代若者,2024-09-17,4,101,7.5
L01231,073229,C0095,若者支援,コワーキング利用,20代若者,2024-07-09,4,96,6.8
L01232,073229,C0095,若者支援,創業セミナー参加,20代若者,2024-09-07,4,117,6.7
L01233,073229,C0095,若者支援,コワーキング利用,20代若者,2024-08-06,4,93,7.9
L01234,073229,C0095,若者支援,創業セミナー参加,20代若者,2024-09-26,5,120,5.3
L01235,073229,C0095,起業支援,創業セミナー参加,20代若者,2024-09-02,5,70,5.7
L01236,073229,C0095,起業支援,創業セミナー参加,20代若者,2024-07-22,4,99,7.0
L01237,073229,C0095,起業支援,コワーキング利用,20代若者,2024-09-29,5,119,6.4
L01238,073229,C0095,若者支援,コワーキング利用,20代若者,2024-11-19,2,53,2.3
L01239,073229,C0095,若者支援,キャリア相談,20代若者,2024-10-21,1,56,3.2
L01240,073229,C0096,若者支援,創業セミナー参加,20代若者,2024-09-06,4,65,6.4
L01241,073229,C0096,若者支援,創業セミナー参加,20代若者,2024-09-11,4,117,7.8
L01242,073229,C0096,起業支援,創業セミナー参加,20代若者,2024-08-26,5,115,5.1
L01243,073229,C0096,起業支援,コワーキング利用,20代若者,2024-09-03,5,82,6.8
L01244,073229,C0096,若者支援,起業サロン参加,20代若者,2024-07-21,5,90,7.3
L01245,073229,C0096,若者支援,起業サロン参加,20代若者,2024-09-18,5,76,5.6
L01246,073229,C0096,若者支援,創業セミナー参加,20代若者,2024-09-08,4,93,5.0
L01247,073229,C0096,若者支援,創業セミナー参加,20代若者,2024-08-13,5,83,5.3
L01248,073229,C0096,起業支援,創業セミナー参加,20代若者,2024-09-16,5,76,7.6
L01249,073229,C0096,起業支援,キャリア相談,20代若者,2024-12-28,2,58,3.0
L01250,073229,C0097,起業支援,コワーキング利用,20代若者,2024-08-20,5,76,8.0
L01251,073229,C0097,起業支援,創業セミナー参加,20代若者,2024-08-23,4,114,7.6
L01252,073229,C0097,若者支援,創業セミナー参加,20代若者,2024-08-02,5,110,7.1
L01253,073229,C0097,若者支援,コワーキング利用,20代若者,2024-07-31,5,110,6.0
L01254,073229,C0097,若者支援,コワーキング利用,20代若者,2024-08-22,4,111,5.3
L01255,073229,C0097,若者支援,起業サロン参加,20代若者,2024-09-18,5,65,5.2
L01256,073229,C0097,若者支援,起業サロン参加,20代若者,2024-07-14,4,106,6.2
L01257,073229,C0097,起業支援,創業セミナー参加,20代若者,2024-09-25,5,105,7.9
L01258,073229,C0097,若者支援,コワーキング利用,20代若者,2024-09-23,5,88,5.0
L01259,073229,C0097,起業支援,コワーキング利用,20代若者,2024-10-06,1,84,2.4
L01260,073229,C0097,若者支援,キャリア相談,20代若者,2024-11-01,1,55,2.2
L01261,073229,C0098,起業支援,起業サロン参加,20代若者,2024-09-27,5,85,6.8
L01262,073229,C0098,若者支援,創業セミナー参加,20代若者,2024-10-02,4,118,5.3
L01263,073229,C0098,起業支援,創業セミナー参加,20代若者,2024-09-13,5,82,7.9
L01264,073229,C0098,起業支援,コワーキング利用,20代若者,2024-09-19,4,89,7.8
L01265,073229,C0098,若者支援,起業サロン参加,20代若者,2024-07-26,5,92,5.3
L01266,073229,C0098,若者支援,創業セミナー参加,20代若者,2024-08-10,5,120,5.4
L01267,073229,C0098,起業支援,創業セミナー参加,20代若者,2024-09-15,5,104,6.3
L01268,073229,C0098,起業支援,コワーキング利用,20代若者,2024-11-14,2,88,3.2
L01269,073229,C0099,若者支援,起業サロン参加,20代若者,2024-07-18,5,64,6.1
L01270,073229,C0099,若者支援,創業セミナー参加,20代若者,2024-10-01,4,111,5.9
L01271,073229,C0099,起業支援,創業セミナー参加,20代若者,2024-09-10,4,104,7.5
L01272,073229,C0099,若者支援,起業サロン参加,20代若者,2024-07-15,5,103,7.2
L01273,073229,C0099,起業支援,コワーキング利用,20代若者,2024-09-12,4,90,5.9
L01274,073229,C0099,若者支援,創業セミナー参加,20代若者,2024-08-07,4,120,7.2
L01275,073229,C0099,若者支援,起業サロン参加,20代若者,2024-07-29,4,107,5.7
L01276,073229,C0099,起業支援,コワーキング利用,20代若者,2024-08-02,4,113,5.7
L01277,073229,C0099,起業支援,コワーキング利用,20代若者,2024-07-17,4,118,5.2
L01278,073229,C0099,起業支援,コワーキング利用,20代若者,2024-12-10,1,75,2.9
L01279,073229,C0099,起業支援,キャリア相談,20代若者,2024-12-14,2,76,2.5
L01280,073229,C0100,起業支援,起業サロン参加,20代若者,2024-08-01,4,63,6.6
L01281,073229,C0100,起業支援,起業サロン参加,20代若者,2024-09-11,4,92,6.0
L01282,073229,C0100,若者支援,起業サロン参加,20代若者,2024-07-19,5,80,7.1
L01283,073229,C0100,若者支援,創業セミナー参加,20代若者,2024-07-30,5,97,5.3
L01284,073229,C0100,起業支援,創業セミナー参加,20代若者,2024-08-06,4,95,5.8
L01285,073229,C0100,起業支援,起業サロン参加,20代若者,2024-09-20,5,83,5.6
L01286,073229,C0100,起業支援,コワーキング利用,20代若者,2024-08-26,5,83,7.6
L01287,073229,C0100,起業支援,起業サロン参加,20代若者,2024-07-27,4,96,7.1
L01288,073229,C0100,若者支援,創業セミナー参加,20代若者,2024-08-07,4,95,6.3
L01289,073229,C0100,若者支援,コワーキング利用,20代若者,2024-10-21,2,45,2.4
L01290,073229,C0101,若者支援,創業セミナー参加,20代若者,2024-09-08,5,110,6.5
L01291,073229,C0101,起業支援,創業セミナー参加,20代若者,2024-09-14,4,85,5.3
L01292,073229,C0101,若者支援,コワーキング利用,20代若者,2024-07-31,5,90,7.5
L01293,073229,C0101,若者支援,起業サロン参加,20代若者,2024-08-15,5,83,6.1
L01294,073229,C0101,起業支援,起業サロン参加,20代若者,2024-07-06,5,67,6.1
L01295,073229,C0101,若者支援,創業セミナー参加,20代若者,2024-09-15,4,109,5.9
L01296,073229,C0101,起業支援,創業セミナー参加,20代若者,2024-09-07,5,109,7.2
L01297,073229,C0101,若者支援,起業サロン参加,20代若者,2024-09-20,5,89,6.9
L01298,073229,C0102,起業支援,起業サロン参加,20代若者,2024-09-22,5,114,7.7
L01299,073229,C0102,若者支援,コワーキング利用,20代若者,2024-08-16,4,80,6.0
L01300,073229,C0102,起業支援,創業セミナー参加,20代若者,2024-08-07,5,77,7.7
L01301,073229,C0102,起業支援,創業セミナー参加,20代若者,2024-09-17,5,86,5.5
L01302,073229,C0102,若者支援,コワーキング利用,20代若者,2024-08-03,5,120,7.2
L01303,073229,C0102,若者支援,コワーキング利用,20代若者,2024-07-25,5,66,5.3
L01304,073229,C0102,若者支援,コワーキング利用,20代若者,2024-11-21,1,51,2.7
L01305,073229,C0103,若者支援,創業セミナー参加,20代若者,2024-08-22,5,74,5.7
L01306,073229,C0103,起業支援,起業サロン参加,20代若者,2024-09-22,4,68,6.6
L01307,073229,C0103,若者支援,コワーキング利用,20代若者,2024-07-08,5,115,7.7
L01308,073229,C0103,起業支援,起業サロン参加,20代若者,2024-09-11,5,95,6.3
